Symbol,Name,Asset Class,Weight (%),Price,Shares,MarketCap,Notional Value,Sector,SEDOL,ISIN,Exchange
"HCC","WARRIOR MET COAL INC","Equity","0.11","21.63","2,470,246.00","53,431,420.98","53,431,420.98","Materials","BF2X272","US93627C1018","New York Stock Exchange Inc."
"COHU","COHU INC","Equity","0.11","20.71","2,566,043.00","53,142,750.53","53,142,750.53","Information Technology","2208426","US1925761066","NASDAQ"
"MMI","MARCUS & MILLICHAP INC","Equity","0.11","36.22","1,459,312.00","52,856,280.64","52,856,280.64","Real Estate","BFWGXV2","US5663241090","New York Stock Exchange Inc."
"MTSC","MTS SYSTEMS CORP","Equity","0.11","46.73","1,129,953.00","52,802,703.69","52,802,703.69","Information Technology","2608985","US5537771033","NASDAQ"
"PARR","PAR PACIFIC HOLDINGS INC","Equity","0.11","23.96","2,201,300.00","52,743,148.00","52,743,148.00","Energy","BJH08C3","US69888T2078","New York Stock Exchange Inc."
"CMTL","COMTECH TELECOMMUNICATIONS CORP","Equity","0.11","35.01","1,499,753.00","52,506,352.53","52,506,352.53","Information Technology","2215341","US2058262096","NASDAQ"
"GES","GUESS INC","Equity","0.11","19.72","2,656,508.00","52,386,337.76","52,386,337.76","Consumer Discretionary","2387109","US4016171054","New York Stock Exchange Inc."
"WNC","WABASH NATIONAL CORP","Equity","0.11","15.43","3,389,125.00","52,294,198.75","52,294,198.75","Industrials","2932048","US9295661071","New York Stock Exchange Inc."
"PUMP","PROPETRO HOLDING CORP","Equity","0.11","10.38","5,036,874.00","52,282,752.12","52,282,752.12","Energy","BYXR9C0","US74347M1080","New York Stock Exchange Inc."
"PLT","PLANTRONICS INC","Equity","0.11","25.96","2,008,799.00","52,148,422.04","52,148,422.04","Information Technology","2692030","US7274931085","New York Stock Exchange Inc."
"TVTY","TIVITY HEALTH INC","Equity","0.11","19.51","2,671,894.00","52,128,651.94","52,128,651.94","Health Care","BD8Q1B8","US88870R1023","NASDAQ"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Equity","0.11","74.00","702,958.00","52,018,892.00","52,018,892.00","Real Estate","BD0NN55","US45781V1017","New York Stock Exchange Inc."
"MRTN","MARTEN TRANSPORT LTD","Equity","0.11","21.31","2,422,271.00","51,618,595.01","51,618,595.01","Industrials","2568357","US5730751089","NASDAQ"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Equity","0.11","44.76","1,144,957.00","51,248,275.32","51,248,275.32","Real Estate","BXC87C3","US20369C1062","New York Stock Exchange Inc."
"TRST","TRUSTCO BANK CORP","Equity","0.11","8.85","5,752,613.00","50,910,625.05","50,910,625.05","Financials","2906429","US8983491056","NASDAQ"
"ANDE","ANDERSONS INC","Equity","0.11","24.75","2,052,762.00","50,805,859.50","50,805,859.50","Consumer Staples","2274922","US0341641035","NASDAQ"
"PFBC","PREFERRED BANK","Equity","0.11","58.36","869,485.00","50,743,144.60","50,743,144.60","Financials","2763602","US7403674044","NASDAQ"
"SSP","EW SCRIPPS CLASS A","Equity","0.11","14.91","3,398,982.00","50,678,821.62","50,678,821.62","Communication","2862532","US8110544025","NASDAQ"
"LNTH","LANTHEUS HOLDINGS INC","Equity","0.11","20.60","2,450,965.00","50,489,879.00","50,489,879.00","Health Care","BP8S8J5","US5165441032","NASDAQ"
"GLT","GLATFELTER","Equity","0.11","18.30","2,757,601.00","50,464,098.30","50,464,098.30","Materials","2372008","US3773161043","New York Stock Exchange Inc."
"DBI","DESIGNER BRANDS INC CLASS A","Equity","0.11","14.64","3,440,540.00","50,369,505.60","50,369,505.60","Consumer Discretionary","BJ9J282","US2505651081","New York Stock Exchange Inc."
"JBSS","JOHN B SANFILIPPO AND SON INC","Equity","0.11","91.94","546,824.00","50,274,998.56","50,274,998.56","Consumer Staples","2772998","US8004221078","NASDAQ"
"TPRE","THIRD POINT REINSURANCE LTD","Equity","0.11","9.94","5,030,511.00","50,003,279.34","50,003,279.34","Financials","BCZNFT1","BMG8827U1009","New York Stock Exchange Inc."
"SSTK","SHUTTERSTOCK INC","Equity","0.10","42.07","1,187,342.00","49,951,477.94","49,951,477.94","Consumer Discretionary","B7ZR219","US8256901005","New York Stock Exchange Inc."
"ENVA","ENOVA INTERNATIONAL INC","Equity","0.10","23.24","2,140,504.00","49,745,312.96","49,745,312.96","Financials","BRYQ4L1","US29357K1034","New York Stock Exchange Inc."
"INTL","INTL FCSTONE INC","Equity","0.10","48.52","1,021,658.00","49,570,846.16","49,570,846.16","Financials","2456441","US46116V1052","NASDAQ"
"VICR","VICOR CORP","Equity","0.10","43.47","1,138,211.00","49,478,032.17","49,478,032.17","Industrials","2930774","US9258151029","NASDAQ"
"RDNT","RADNET INC","Equity","0.10","19.06","2,592,255.00","49,408,380.30","49,408,380.30","Health Care","B1JNG19","US7504911022","NASDAQ"
"TRHC","TABULA RASA HEALTHCARE INC","Equity","0.10","40.23","1,221,206.00","49,129,117.38","49,129,117.38","Health Care","BYQBFS7","US8733791011","NASDAQ"
"HMST","HOMESTREET INC","Equity","0.10","33.75","1,452,907.00","49,035,611.25","49,035,611.25","Financials","B4WHS46","US43785V1026","NASDAQ"
"STAR","ISTAR REIT INC","Equity","0.10","13.30","3,681,795.00","48,967,873.50","48,967,873.50","Real Estate","2259190","US45031U1016","New York Stock Exchange Inc."
"VRTS","VIRTUS INVESTMENT PARTNERS INC","Equity","0.10","119.37","406,877.00","48,568,907.49","48,568,907.49","Financials","B3KKGQ8","US92828Q1094","NASDAQ"
"SAH","SONIC AUTOMOTIVE INC CLASS A","Equity","0.10","32.11","1,511,400.00","48,531,054.00","48,531,054.00","Consumer Discretionary","2125246","US83545G1022","New York Stock Exchange Inc."
"DBD","DIEBOLD NIXDORF INC","Equity","0.10","10.11","4,783,487.00","48,361,053.57","48,361,053.57","Information Technology","2269229","US2536511031","New York Stock Exchange Inc."
"UEIC","UNIVERSAL ELECTRONICS INC","Equity","0.10","55.80","866,513.00","48,351,425.40","48,351,425.40","Consumer Discretionary","2911683","US9134831034","NASDAQ"
"ACLS","AXCELIS TECHNOLOGIES INC","Equity","0.10","23.64","2,039,487.00","48,213,472.68","48,213,472.68","Information Technology","BD420Q8","US0545402085","NASDAQ"
"REGI","RENEWABLE ENERGY INC","Equity","0.10","19.76","2,434,682.00","48,109,316.32","48,109,316.32","Energy","B7577T2","US75972A3014","NASDAQ"
"CMO","CAPSTEAD MORTGAGE REIT CORP","Equity","0.10","8.00","6,004,530.00","48,036,240.00","48,036,240.00","Financials","2771984","US14067E5069","New York Stock Exchange Inc."
"KOP","KOPPERS HOLDINGS INC","Equity","0.10","36.85","1,301,697.00","47,967,534.45","47,967,534.45","Materials","B0X46B1","US50060P1066","New York Stock Exchange Inc."
"RGR","STURM RUGER INC","Equity","0.10","46.28","1,035,603.00","47,927,706.84","47,927,706.84","Consumer Discretionary","2856289","US8641591081","New York Stock Exchange Inc."
"BOOM","DMC GLOBAL INC","Equity","0.10","52.36","914,356.00","47,875,680.16","47,875,680.16","Energy","BYN8NH6","US23291C1036","NASDAQ"
"GTX","GARRETT MOTION INC","Equity","0.10","10.24","4,667,235.00","47,792,486.40","47,792,486.40","Consumer Discretionary","BGLRLT7","US3665051054","New York Stock Exchange Inc."
"KRA","KRATON CORP","Equity","0.10","24.11","1,979,667.00","47,729,771.37","47,729,771.37","Materials","B547X79","US50077C1062","New York Stock Exchange Inc."
"MCS","THE MARCUS CORP","Equity","0.10","32.55","1,449,965.00","47,196,360.75","47,196,360.75","Communication","2564827","US5663301068","New York Stock Exchange Inc."
"NTGR","NETGEAR INC","Equity","0.10","24.29","1,938,062.00","47,075,525.98","47,075,525.98","Information Technology","2688363","US64111Q1040","NASDAQ"
"CRVL","CORVEL CORP","Equity","0.10","82.53","570,108.00","47,051,013.24","47,051,013.24","Health Care","2347277","US2210061097","NASDAQ"
"NFBK","NORTHFIELD BANCORP INC","Equity","0.10","17.26","2,720,336.00","46,952,999.36","46,952,999.36","Financials","B8NB2R6","US66611T1088","NASDAQ"
"PNTG","PENNANT GROUP INC","Equity","0.10","29.83","1,567,545.00","46,759,867.35","46,759,867.35","Health Care","BKTC976","US70805E1091","NASDAQ"
"BKE","BUCKLE INC","Equity","0.10","26.30","1,777,049.00","46,736,388.70","46,736,388.70","Consumer Discretionary","2149934","US1184401065","New York Stock Exchange Inc."
"HSTM","HEALTHSTREAM INC","Equity","0.10","29.26","1,594,898.00","46,666,715.48","46,666,715.48","Health Care","2577870","US42222N1037","NASDAQ"
"ICHR","ICHOR HOLDINGS LTD","Equity","0.10","33.06","1,408,494.00","46,564,811.64","46,564,811.64","Information Technology","BD2B5Y0","KYG4740B1059","NASDAQ"
"GCI","GANNETT CO INC","Equity","0.10","6.05","7,662,412.00","46,357,592.60","46,357,592.60","Communication","BKPH157","US36472T1097","New York Stock Exchange Inc."
"KELYA","KELLY SERVICES INC CLASS A","Equity","0.10","22.23","2,076,611.00","46,163,062.53","46,163,062.53","Industrials","2487117","US4881522084","NASDAQ"
"ANIK","ANIKA THERAPEUTICS INC","Equity","0.10","53.81","857,747.00","46,155,366.07","46,155,366.07","Health Care","2035754","US0352551081","NASDAQ"
"EBIX","EBIX INC","Equity","0.10","33.09","1,390,332.00","46,006,085.88","46,006,085.88","Information Technology","2008400","US2787152063","NASDAQ"
"AMBC","AMBAC FINANCIAL GROUP INC","Equity","0.10","21.00","2,178,362.00","45,745,602.00","45,745,602.00","Financials","B7ZKH46","US0231398845","NASDAQ"
"BANC","BANC OF CALIFORNIA INC","Equity","0.10","16.27","2,801,359.00","45,578,110.93","45,578,110.93","Financials","BCD47X4","US05990K1060","New York Stock Exchange Inc."
"ABTX","ALLEGIANCE BANCSHARES INC","Equity","0.10","37.37","1,215,396.00","45,419,348.52","45,419,348.52","Financials","BYV3856","US01748H1077","NASDAQ"
"CKH","SEACOR HOLDINGS INC","Equity","0.10","41.65","1,089,582.00","45,381,090.30","45,381,090.30","Energy","2797838","US8119041015","New York Stock Exchange Inc."
"CCS","CENTURY COMMUNITIES INC","Equity","0.09","27.71","1,631,842.00","45,218,341.82","45,218,341.82","Consumer Discretionary","BN7ZZ47","US1565043007","New York Stock Exchange Inc."
"ARCB","ARCBEST CORP","Equity","0.09","28.38","1,592,259.00","45,188,310.42","45,188,310.42","Industrials","BLTFST7","US03937C1053","NASDAQ"
"NXGN","NEXTGEN HEALTHCARE INC","Equity","0.09","14.89","3,007,637.00","44,783,714.93","44,783,714.93","Health Care","BF5L3D6","US65343C1027","NASDAQ"
"GLUU","GLU MOBILE INC","Equity","0.09","6.20","7,207,258.00","44,684,999.60","44,684,999.60","Communication","B1VP204","US3798901068","NASDAQ"
"AAWW","ATLAS AIR WORLDWIDE HOLDINGS INC","Equity","0.09","27.78","1,602,557.00","44,519,033.46","44,519,033.46","Industrials","B01Z8P4","US0491642056","NASDAQ"
"AEGN","AEGION CORP CLASS A","Equity","0.09","22.77","1,942,659.00","44,224,632.13","44,224,632.13","Industrials","B764L34","US00770F1049","NASDAQ"
"UBA","URSTADT BIDDLE PROPERTIES REIT INC","Equity","0.09","23.50","1,875,330.00","44,070,255.00","44,070,255.00","Real Estate","2256522","US9172862057","New York Stock Exchange Inc."
"QNST","QUINSTREET INC","Equity","0.09","15.40","2,860,162.00","44,060,795.61","44,060,795.61","Communication","B3PGPB9","US74874Q1004","NASDAQ"
"PBI","PITNEY BOWES INC","Equity","0.09","4.32","10,189,803.00","44,019,948.96","44,019,948.96","Industrials","2690506","US7244791007","New York Stock Exchange Inc."
"HLIT","HARMONIC INC","Equity","0.09","7.88","5,586,398.00","44,020,816.24","44,020,816.24","Information Technology","2510659","US4131601027","NASDAQ"
"GCO","GENESCO INC","Equity","0.09","48.69","890,873.00","43,376,606.37","43,376,606.37","Consumer Discretionary","2367101","US3715321028","New York Stock Exchange Inc."
"CUBI","CUSTOMERS BANCORP INC","Equity","0.09","23.97","1,805,896.00","43,287,327.12","43,287,327.12","Financials","B6XHXY4","US23204G1004","New York Stock Exchange Inc."
"VECO","VEECO INSTRUMENTS INC","Equity","0.09","14.05","3,071,479.00","43,154,279.95","43,154,279.95","Information Technology","2938422","US9224171002","NASDAQ"
"CRZO","CARRIZO OIL AND GAS INC","Equity","0.09","7.67","5,611,446.00","43,039,790.82","43,039,790.82","Energy","2092801","US1445771033","NASDAQ"
"RMAX","RE MAX HOLDINGS INC CLASS A","Equity","0.09","38.71","1,107,333.00","42,864,860.43","42,864,860.43","Real Estate","BF23JJ3","US75524W1080","New York Stock Exchange Inc."
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Equity","0.09","19.34","2,181,096.00","42,182,396.64","42,182,396.64","Health Care","BNFWZS4","US03209R1032","NASDAQ"
"DXPE","DXP ENTERPRISES INC","Equity","0.09","41.37","1,013,399.00","41,924,316.63","41,924,316.63","Industrials","2276627","US2333774071","NASDAQ"
"WLH","WILLIAM LYON HOMES CLASS A","Equity","0.09","20.31","2,060,151.00","41,841,666.81","41,841,666.81","Consumer Discretionary","B9C60K8","US5520747008","New York Stock Exchange Inc."
"WPG","WASHINGTON PRIME GROUP INC","Equity","0.09","3.57","11,609,640.00","41,446,414.80","41,446,414.80","Real Estate","BD5JMM8","US93964W1080","New York Stock Exchange Inc."
"PRSC","PROVIDENCE SERVICE CORP","Equity","0.09","57.25","720,644.00","41,256,869.00","41,256,869.00","Health Care","2918576","US7438151026","NASDAQ"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Equity","0.09","29.98","1,374,815.00","41,216,953.70","41,216,953.70","Financials","2230946","US1547604090","New York Stock Exchange Inc."
"HSKA","HESKA CORP","Equity","0.09","93.89","437,548.00","41,081,381.72","41,081,381.72","Health Care","B44C366","US42805E3062","NASDAQ"
"JOE","ST JOE","Equity","0.09","20.47","1,977,767.00","40,484,890.49","40,484,890.49","Real Estate","2768663","US7901481009","New York Stock Exchange Inc."
"ATNI","ATN INTERNATIONAL INC","Equity","0.08","59.00","683,909.00","40,350,631.00","40,350,631.00","Communication","BDC84D3","US00215F1075","NASDAQ"
"NX","QUANEX BUILDING PRODUCTS CORP","Equity","0.08","19.34","2,081,176.00","40,249,943.84","40,249,943.84","Industrials","B2QXCJ9","US7476191041","New York Stock Exchange Inc."
"DCOM","DIME COMMUNITY BANCSHARES INC","Equity","0.08","20.45","1,958,265.00","40,046,519.25","40,046,519.25","Financials","2034148","US2539221083","NASDAQ"
"ZUMZ","ZUMIEZ INC","Equity","0.08","31.36","1,272,749.00","39,913,408.64","39,913,408.64","Consumer Discretionary","B081QB7","US9898171015","NASDAQ"
"UIS","UNISYS CORP","Equity","0.08","12.25","3,241,072.00","39,703,132.00","39,703,132.00","Information Technology","2931595","US9092143067","New York Stock Exchange Inc."
"MGPI","MGP INGREDIENTS INC","Equity","0.08","47.55","830,871.00","39,507,916.05","39,507,916.05","Consumer Staples","B6ZJTH3","US55303J1060","NASDAQ"
"USCR","U S CONCRETE INC","Equity","0.08","39.95","988,370.00","39,485,381.50","39,485,381.50","Materials","B4M8043","US90333L2016","NASDAQ"
"EXTR","EXTREME NETWORKS INC","Equity","0.08","7.07","5,564,881.00","39,343,708.67","39,343,708.67","Information Technology","2407052","US30226D1063","NASDAQ"
"IPHS","INNOPHOS HOLDINGS INC","Equity","0.08","31.90","1,230,809.00","39,262,807.10","39,262,807.10","Materials","B1GHPN9","US45774N1081","NASDAQ"
"TTEC","TTEC HOLDINGS INC","Equity","0.08","35.92","1,091,383.00","39,202,477.36","39,202,477.36","Information Technology","BF950B1","US89854H1023","NASDAQ"
"RUTH","RUTHS HOSPITALITY GROUP INC","Equity","0.08","22.31","1,731,155.00","38,622,068.05","38,622,068.05","Consumer Discretionary","B0G4KC7","US7833321091","NASDAQ"
"HSII","HEIDRICK AND STRUGGLES INTERNATION","Equity","0.08","32.07","1,200,146.00","38,488,682.22","38,488,682.22","Industrials","2413071","US4228191023","NASDAQ"
"DNR","DENBURY RESOURCES INC","Equity","0.08","1.30","29,601,523.00","38,481,979.90","38,481,979.90","Energy","2418474","US2479162081","New York Stock Exchange Inc."
"BJRI","BJS RESTAURANTS INC","Equity","0.08","37.13","1,029,642.00","38,230,607.46","38,230,607.46","Consumer Discretionary","2200552","US09180C1062","NASDAQ"
"EGRX","EAGLE PHARMACEUTICALS INC","Equity","0.08","60.37","632,881.00","38,207,025.97","38,207,025.97","Health Care","BJH7VB4","US2697961082","NASDAQ"
"MYE","MYERS INDUSTRIES INC","Equity","0.08","17.01","2,228,957.00","37,914,558.57","37,914,558.57","Materials","2613086","US6284641098","New York Stock Exchange Inc."
"FIZZ","NATIONAL BEVERAGE CORP","Equity","0.08","51.80","729,805.00","37,803,899.00","37,803,899.00","Consumer Staples","2638625","US6350171061","NASDAQ"
"MTRX","MATRIX SERVICE","Equity","0.08","22.10","1,704,898.00","37,678,245.80","37,678,245.80","Energy","2572068","US5768531056","NASDAQ"
"CYTK","CYTOKINETICS INC","Equity","0.08","10.20","3,687,107.00","37,608,491.40","37,608,491.40","Health Care","BBBSBJ5","US23282W6057","NASDAQ"
"CEVA","CEVA INC","Equity","0.08","26.99","1,380,677.00","37,264,472.23","37,264,472.23","Information Technology","2986937","US1572101053","NASDAQ"
"HAFC","HANMI FINANCIAL CORP","Equity","0.08","20.33","1,828,580.00","37,175,031.40","37,175,031.40","Financials","B6TPXR5","US4104952043","NASDAQ"
"BFS","SAUL CENTERS REIT INC","Equity","0.08","50.31","737,691.00","37,113,234.21","37,113,234.21","Real Estate","2777777","US8043951016","New York Stock Exchange Inc."
"ANGO","ANGIODYNAMICS INC","Equity","0.08","15.73","2,348,663.00","36,956,212.30","36,956,212.30","Health Care","B00CR04","US03475V1017","NASDAQ"
"ANIP","ANI PHARMACEUTICALS INC","Equity","0.08","62.98","582,207.00","36,667,396.86","36,667,396.86","Health Care","BCDWBX6","US00182C1036","NASDAQ"
"TTGT","TECHTARGET INC","Equity","0.08","25.13","1,454,273.00","36,545,880.49","36,545,880.49","Communication","B1XH822","US87874R1005","NASDAQ"
"KNSL","KINSALE CAPITAL GROUP INC","Equity","0.08","100.28","362,242.00","36,325,627.76","36,325,627.76","Financials","BD1MGQ3","US49714P1084","NASDAQ"
"LMAT","LEMAITRE VASCULAR INC","Equity","0.08","35.51","1,019,670.00","36,208,481.70","36,208,481.70","Health Care","B1G6TJ0","US5255582018","NASDAQ"
"ASIX","ADVANSIX INC","Equity","0.08","20.73","1,746,354.00","36,201,918.42","36,201,918.42","Materials","BYMMZL7","US00773T1016","New York Stock Exchange Inc."
"SRDX","SURMODICS INC","Equity","0.08","42.64","848,307.00","36,171,810.48","36,171,810.48","Health Care","2502678","US8688731004","NASDAQ"
"OPB","OPUS BANK","Equity","0.08","26.20","1,362,874.00","35,707,298.80","35,707,298.80","Financials","BLNMST4","US6840001027","NASDAQ"
"TALO","TALOS ENERGY INC","Equity","0.07","28.33","1,258,159.00","35,643,644.47","35,643,644.47","Energy","BDT56V9","US87484T1088","New York Stock Exchange Inc."
"TG","TREDEGAR CORP","Equity","0.07","22.70","1,559,627.00","35,403,532.90","35,403,532.90","Materials","2903345","US8946501009","New York Stock Exchange Inc."
"MCRI","MONARCH CASINO AND RESORT INC","Equity","0.07","46.95","748,756.00","35,154,094.20","35,154,094.20","Consumer Discretionary","2599197","US6090271072","NASDAQ"
"MYRG","MYR GROUP INC","Equity","0.07","33.25","1,052,749.00","35,003,904.25","35,003,904.25","Industrials","B3CLS18","US55405W1045","NASDAQ"
"OSPN","ONESPAN INC","Equity","0.07","17.03","2,047,052.00","34,861,295.56","34,861,295.56","Information Technology","BFNSSD4","US68287N1000","NASDAQ"
"WETF","WISDOMTREE INVESTMENTS INC","Equity","0.07","4.69","7,412,665.00","34,765,398.85","34,765,398.85","Financials","2476513","US97717P1049","NASDAQ"
"NR","NEWPARK RESOURCES INC","Equity","0.07","5.92","5,733,886.00","33,944,605.12","33,944,605.12","Energy","2636878","US6517185046","New York Stock Exchange Inc."
"WSR","WHITESTONE REIT","Equity","0.07","13.20","2,532,461.00","33,428,485.20","33,428,485.20","Real Estate","B6452T5","US9660842041","New York Stock Exchange Inc."
"WLL","WHITING PETROLEUM CORP","Equity","0.07","6.04","5,514,914.00","33,310,080.56","33,310,080.56","Energy","BYWSWR0","US9663874090","New York Stock Exchange Inc."
"ECHO","ECHO GLOBAL LOGISTICS INC","Equity","0.07","19.30","1,718,670.00","33,170,331.00","33,170,331.00","Industrials","B4M7GZ3","US27875T1016","NASDAQ"
"SXC","SUNCOKE ENERGY INC","Equity","0.07","5.79","5,691,564.00","32,954,155.56","32,954,155.56","Materials","B3R0638","US86722A1034","New York Stock Exchange Inc."
"GPRE","GREEN PLAINS INC","Equity","0.07","15.49","2,113,232.00","32,733,963.68","32,733,963.68","Energy","B11FJD6","US3932221043","NASDAQ"
"CUTR","CUTERA INC","Equity","0.07","36.12","898,318.00","32,447,246.16","32,447,246.16","Health Care","2839741","US2321091082","NASDAQ"
"HT","HERSHA HOSPITALITY REIT TRUST CLAS","Equity","0.07","14.14","2,293,274.00","32,426,894.36","32,426,894.36","Real Estate","BYYTSK6","US4278255009","New York Stock Exchange Inc."
"LPI","LAREDO PETROLEUM INC","Equity","0.07","2.82","11,281,788.00","31,814,642.16","31,814,642.16","Energy","B7DX5X2","US5168061068","New York Stock Exchange Inc."
"MIK","MICHAELS COMPANIES INC","Equity","0.07","6.46","4,874,473.00","31,464,723.21","31,464,723.21","Consumer Discretionary","BNG83R6","US59408Q1067","NASDAQ"
"DGII","DIGI INTERNATIONAL INC","Equity","0.07","17.49","1,793,871.00","31,374,803.79","31,374,803.79","Information Technology","2269661","US2537981027","NASDAQ"
"AGYS","AGILISYS INC","Equity","0.07","24.55","1,277,394.00","31,360,022.70","31,360,022.70","Information Technology","2689162","US00847J1051","NASDAQ"
"WRLD","WORLD ACCEPTANCE CORP","Equity","0.07","90.11","347,276.00","31,293,040.36","31,293,040.36","Financials","2981181","US9814191048","NASDAQ"
"MERC","MERCER INTERNATIONAL INC","Equity","0.07","12.29","2,532,926.00","31,129,660.54","31,129,660.54","Materials","2053024","US5880561015","NASDAQ"
"OSUR","ORASURE TECHNOLOGIES INC","Equity","0.07","7.99","3,884,291.00","31,035,485.09","31,035,485.09","Health Care","2318790","US68554V1089","NASDAQ"
"RECN","RESOURCES CONNECTION INC","Equity","0.07","16.39","1,888,266.00","30,948,679.74","30,948,679.74","Industrials","2697853","US76122Q1058","NASDAQ"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Equity","0.06","20.28","1,523,516.00","30,896,904.48","30,896,904.48","Financials","BF0YMC2","US48251K1007","New York Stock Exchange Inc."
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.06","29.29","1,051,323.00","30,793,250.67","30,793,250.67","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","Equity","0.06","24.11","1,276,249.00","30,770,363.39","30,770,363.39","Health Care","BL95N25","US71742Q1067","NASDAQ"
"SPTN","SPARTANNASH","Equity","0.06","13.45","2,286,082.00","30,747,802.90","30,747,802.90","Consumer Staples","BN40158","US8472151005","NASDAQ"
"AVD","AMER VANGUARD CORP","Equity","0.06","18.11","1,672,659.00","30,291,854.49","30,291,854.49","Materials","2025711","US0303711081","New York Stock Exchange Inc."
"GME","GAMESTOP CORP CLASS A","Equity","0.06","5.50","5,495,999.00","30,227,994.50","30,227,994.50","Consumer Discretionary","B0LLFT5","US36467W1099","New York Stock Exchange Inc."
"TISI","TEAM INC","Equity","0.06","15.82","1,905,558.00","30,145,927.56","30,145,927.56","Industrials","2879123","US8781551002","New York Stock Exchange Inc."
"SAFE","SAFEHOLD INC","Equity","0.06","38.65","764,516.00","29,548,543.40","29,548,543.40","Real Estate","BJ50QH6","US78645L1008","New York Stock Exchange Inc."
"HIBB","HIBBETT SPORTS INC","Equity","0.06","26.09","1,125,245.00","29,357,642.05","29,357,642.05","Consumer Discretionary","2428376","US4285671016","NASDAQ"
"REX","REX AMERICAN RESOURCES CORP","Equity","0.06","83.37","350,814.00","29,247,363.18","29,247,363.18","Energy","2063670","US7616241052","New York Stock Exchange Inc."
"SGH","SMART GLOBAL HOLDINGS INC","Equity","0.06","34.52","843,679.00","29,123,799.08","29,123,799.08","Information Technology","BYPBTG4","KYG8232Y1017","NASDAQ"
"RC","READY CAPITAL CORP","Equity","0.06","15.35","1,893,351.00","29,062,937.85","29,062,937.85","Financials","BDFS3G6","US75574U1016","New York Stock Exchange Inc."
"FSB","FRANKLIN FINANCIAL NETWORK INC","Equity","0.06","34.68","837,495.00","29,044,326.60","29,044,326.60","Financials","B84SJL9","US35352P1049","New York Stock Exchange Inc."
"JAG","JAGGED PEAK ENERGY INC","Equity","0.06","7.79","3,726,944.00","29,032,893.76","29,032,893.76","Energy","BDRW1M8","US47009K1079","New York Stock Exchange Inc."
"CHS","CHICOS FAS INC","Equity","0.06","3.94","7,366,037.00","29,022,185.78","29,022,185.78","Consumer Discretionary","2196781","US1686151028","New York Stock Exchange Inc."
"HAYN","HAYNES INTERNATIONAL INC","Equity","0.06","36.35","792,476.00","28,806,502.60","28,806,502.60","Materials","B02WVH7","US4208772016","NASDAQ"
"PETS","PETMED EXPRESS INC","Equity","0.06","22.52","1,269,111.00","28,580,379.72","28,580,379.72","Consumer Discretionary","2143099","US7163821066","NASDAQ"
"ADTN","ADTRAN INC","Equity","0.06","9.45","3,007,276.00","28,403,721.82","28,403,721.82","Information Technology","2052924","US00738A1060","NASDAQ"
"PDFS","PDF SOLUTIONS INC","Equity","0.06","16.07","1,758,694.00","28,262,212.58","28,262,212.58","Information Technology","2782425","US6932821050","NASDAQ"
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Equity","0.06","20.74","1,361,720.00","28,242,072.80","28,242,072.80","Real Estate","BFFK7S6","US4562371066","NASDAQ"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Equity","0.06","89.25","316,076.00","28,209,783.00","28,209,783.00","Industrials","2626802","US6372151042","New York Stock Exchange Inc."
"ETH","ETHAN ALLEN INC","Equity","0.06","17.93","1,565,055.00","28,061,436.15","28,061,436.15","Consumer Discretionary","2320825","US2976021046","New York Stock Exchange Inc."
"VSTO","VISTA OUTDOOR INC","Equity","0.06","7.72","3,626,242.00","27,994,588.24","27,994,588.24","Consumer Discretionary","BVGC697","US9283771007","New York Stock Exchange Inc."
"FORR","FORRESTER RESEARCH INC","Equity","0.06","41.49","671,608.00","27,865,015.92","27,865,015.92","Industrials","2398855","US3465631097","NASDAQ"
"CHUY","CHUYS HOLDINGS INC","Equity","0.06","26.55","1,048,283.00","27,831,913.65","27,831,913.65","Consumer Discretionary","B88WMY1","US1716041017","NASDAQ"
"PGNX","PROGENICS PHARMACEUTICALS INC","Equity","0.06","5.09","5,415,928.00","27,567,073.52","27,567,073.52","Health Care","2152501","US7431871067","NASDAQ"
"POWL","POWELL INDUSTRIES INC","Equity","0.06","49.02","556,456.00","27,277,473.12","27,277,473.12","Industrials","2697422","US7391281067","NASDAQ"
"APEI","AMERICAN PUBLIC EDUCATION INC","Equity","0.06","26.86","1,014,615.00","27,252,558.90","27,252,558.90","Consumer Discretionary","B292GM4","US02913V1035","NASDAQ"
"HWKN","HAWKINS INC","Equity","0.06","44.57","605,838.00","27,002,199.66","27,002,199.66","Materials","2415594","US4202611095","NASDAQ"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Equity","0.06","22.04","1,216,709.00","26,816,266.36","26,816,266.36","Consumer Discretionary","2861993","US6200711009","NASDAQ"
"CCRN","CROSS COUNTRY HEALTHCARE INC","Equity","0.06","11.34","2,346,177.00","26,605,647.18","26,605,647.18","Health Care","2809056","US2274831047","NASDAQ"
